Comment,polarity,severity,reasons,quoted_spans,brief
the computer couldnt comprehend his selfsacrificing move yeah because kings cant move into check,negative,low,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
inventor i feel bad so we could either a ill pay for therapy and some extra money to help him recover or b we can organize an elaborate death game that will require a whole bunch of set pieces actors and effects to traumatize him a different way wife i like b lets do b,negative,medium,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
i really was expecting a really messed up ending where the wife actually never loved him or something like that didnt expect it to be a wholesome ending great stuff ,negative,medium,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
1022 lmao the computer couldnt understand the kings sacrifice move that gm vidit gujrathi made against hikaru and selfdestruct,negative,medium,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
040 grandmaster vs computer super blue first player to lose a computer well thats just movie version of happened in 1997 where grandmaster gary kasparov lost to deep blue,negative,medium,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
liem is the opposite of niemann polite smiley and composed,negative,medium,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
35000 awkwardthe interview is happening with the sponsor just when the carlsenaronian game has the champion sac a queen lol hard to cut away from the sponsor when that happens murphys law in action,negative,medium,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
at this point hans niemanns chess has stopped speaking now its screaming in pain,negative,low,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
game 4 was insane all praggu needed was a draw and he pulls out an untested gambit then sacrifices a second pawn the chess world is changing doesn’t he know he’s supposed to play the berlin and force a draw,negative,low,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
magnus’ reaction when ludwig does a bad move or blunder is comedy we need more magnus and ludwig collars edit i hate autocorrect,negative,medium,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
candidates participants i have to train the hardest i ever have to be able to play against magnus for his title magnus,negative,low,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
online chess is far inferior to normal chess i can’t flip the board in anger,negative,medium,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
black moves pawn to a6 me good move eric ok this is the first big blunder,negative,medium,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
chess does not improve focus it worsens it everytime i try to do something i want to play chess so i cant focus on the task at hand,negative,medium,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
chess is so easy to learn yet so hard to master,negative,medium,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
stalemate is a thing that rarely happens me in every game i play oh boy how wrong you are,negative,low,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
and he died at 64 one year for every square on the board poetic,negative,medium,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
i remember watching an interview with fischer and he mentioned how during matches even the wrong lighting would throw him off definitely seems like he might have had sensory issues that weren’t well understood at the time,negative,medium,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
the light sensitivity and erratic behavior are symptoms of a person on the spectrum it is not uncommon for people like this to prefer lamps to ceiling lights as the glare is annoying to them lashing out comes from difficulty communicating feeling different and knowing you are different it is easy to believe that you are being mocked and lacking the skills to compete it is easier to flee than fight fishers mental health was probably not caused by chess but the pressure that came to surround him due to his success at chess while playing he probably felt safe knowing the rules knowing everyone had to obey them and that he would not be mocked for some social faux pas he didnt understand or care about,negative,medium,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
im officially addicted to rewatching this shit over and over i think michelle really put her finger on the main problem with chess because its so much tied to our perception of intelligence not being good enough makes you feel dumb and embarrassed rather than just treating it as another skill to learn once you get over this barrier in your head it becomes fun,negative,low,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
planning on upgrading from a xr but having no usbc leaves a sour taste on my mouth,negative,low,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
dont ask me how i posted this 3 hours before the official apple announcement i am not a wizard i do not own a time machine please disregard all rumors saying i own a time machine,negative,medium,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
finally the front facing camera moving to the horizontal position  now if only they would carry this over to the pro models that’s when i would buy one as i do zoom and teams calls and the current ipad setup is totally frustrating,negative,medium,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
airpods without stems would loose their character,negative,medium,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
good news with keeping the stem i always wondered how they could pull a stem removal off without killing usability i mean how the hell should you press a button when this thing is turning 180° and then buttons are on the inside,negative,low,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
you know what is sad when you cant trust to even update your phone cause how bad the corruption is,negative,medium,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
this presents a problem notice this mysterious hacker would try to target everyday people instead of the powers that be,negative,medium,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
these issues are not growing pains its risky business,negative,low,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
that’s why we all know if you update your phone when the new phones are about to come out it kills your battery messes with your old one so you were forced to buy a new one,negative,medium,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
i hate how these companies’ need to innovate “for” us always creates problems and bloated operating systems—for us microsoft is worse,negative,low,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
my iphone auto updated last night and when i looked at my notifications this morning i had a notification telling me there has been an apple data leak and they recommend changing all my current passwords now this smh ,negative,medium,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
apple is making a big mistake by giving the apple watch pro all the nice features we’ve been waiting for a redesign for the apple watch for awhile but apple will just have to deal with the consequences and watch as all this pro watches sit on shelves and collect dust just like the original homepod,negative,low,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
it would have been cool if they had incorporated what the last intel 16” model had where you can change the refresh rate up to 60hz not great but i would assume that would help with battery having lower refresh rate than the standard if you’re viewing movies it sucks that apple has made that limitation but is that a limitation on the thunderbolt or soc  i feel that the argument that many people don’t use a dual monitor setup is not really true especially in the work place my sister uses dual monitors working from home and she uses one of those miniwork towers the thing that tempts me the most about the air is the weight portability and the amount of power given specific specs it’s more or less wellrounded however if i’m bumping up the storage and unified memory i wouldn’t be that far off from the m1 pro 14” macbook pro price strangely the 14” would be lighter than my current and very outdated 2012 13” nonretina macbook pro  the only cool thing about that model is the upgradability but even that is a novelty that’s losing it’s veneer over the years given the limited options to upgrade to i’m hanging onto it as my backup computer really ought to start saving for a more uptodate laptop the smudging thing is annoying from what i see it’s an awesome color but having to clean it that often is not enticing to me at all besides the size portability and power not having a loud fan spinning in there is another thing that i’ve yet to experience at work i work with desktop towers and i’m used to the noise i suppose,negative,medium,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
i think apple needs to rethink their pricing i’m a huge apple fan but the prices for their products are now just getting rediculous,negative,low,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
the biggest change apple needs to make is to deal with their ethics issues that means no longer lying to their customers not abusing them not wallet rping them for profit not gaslighting them being honest about how private apple products really are not using decieving marketing etc that way they might start to get back some of their credibility back at this stage they have a huge problem on their hands as they are rapidly gaining a reputation for being one of the most unethical and dishonset companies around,negative,medium,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
i love my apple phone i just wish that it was more customizable also a big issue i have with apple is they make you pay for storage i think they should just offer it to their customers instead of making them pay monthly for it it’s ridiculous i refused to pay for memory from them i would pay google first,negative,low,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
i updated mine too so tired of lazy wicked human beings that enjoy taking advantage of everyone specially the elderly so many scammers and hackers from foreign and domestic,negative,low,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
pretty much 90 of all apple devices now are vulnerable,negative,medium,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
yikes going to the core,negative,medium,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
uh this is the opposite from what they use to say,negative,medium,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
we should never let this masterpiece die,negative,low,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
jesus christ can we wait until the 14 actually comes out ,negative,medium,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
too many rumors and with the recession coming i think its a wrong time to put stock in future guarantee apple and other big companies just dropped a big number of employees and its going to get worse if the recession is really coming,negative,low,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
i have a series 4 and i refuse to upgrade until apple integrates magsafe charging it’s absolutely ridiculous that i need 3 different chargers for my iphone macbook and watch,negative,medium,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
apple needs to be held accountable fix this,negative,medium,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
wow im surprised i figured apples answer to their failure was to buy the new iphone that magically isnt effected by this hack discovered just before the new iphone reveal ,negative,medium,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
he’s wrong you don’t need a full battery just at least 50,negative,medium,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
august is the worst month for retail theyre trying anything to get you to spend,negative,low,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
my macbook pro literally died last night so id say im safe,negative,low,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
why am i always let down by these releases apple and basically all companies now are really bending us all over and going raw,negative,medium,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
my biggest problem so far with my 6 has been that the sensors don’t read over the tattoo on my left wrist so i have to wear it on my right on my left wrist quite a few features don’t work if they fix this in 8 i will by the biggest best model that they have,negative,low,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
i just bought an m1 129” ipad pro because i didn’t think the new features of the 2022 would be worth it for me especially since waiting for m2 would force me to give up the student discount which was a big deal i know everyone wants the magsafe charging or wireless charging but i actually dislike wireless charging so that’s unimportant to me and the “performance gains” of the m2 don’t matter since it’s an ipad it’s already crazy fast rumors i’ve seen with a notch in landscape mode would actually deter me even more from the m2 ipad pro because i use my ipad as a sheet music reader in portrait mode a notch would be way too noticeable and get in the way of my workflow imagine if you were looking at a sheet of paper and part of the edge was cut away on the side annoying i’m very happy with my m1 and honestly all the m2 leaks make me even more relieved i’m not waiting for it it’s all about personal preference and what your workflow is like,negative,medium,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
the base ipad is the perfect tool for studying its literally all i need to complement my mbp cant remember the last time i ever used a headphone jack in any device but why oh why does the ipad need a camera bump plz apple just a solid flat tablet is all we need i will never use the camera in a base ipad and the bump ruins an otherwise clean design,negative,low,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
we appreciate the transparency and honesty it’s very unfortunate when these companies think they have more control than they actually do,negative,low,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
ive never understood why apple does this they send earlyaccess devices to handpicked channels that almost always give positive reviews but just 12 hours later the products are released to the public anyway and the blacklisted channels upload teardown videos or showcase major issuesnegative things etc i really wish apple would just send products out to everyone and let them say or do whatever they want from a consumers point of view i dont trust reviews from those who get the early access products they clearly fit into apples agenda which is why they are sent the products in the first place anyway sucks that this happened to you i remember watching apple content on this channel way back in the early 2010s although as you said in the video its likely a blessing in disguise because you can say whatever you want about apple now,negative,medium,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
funny how apple hasn’t alerted me via their internal system yet and that i had to randomly come across this alert i am so over huge updates for apps i never use but cannot delete and the data being used in the background for ‘uninstalled’ apps but it is likely i was hacked two or so weeks ago i couldn’t find any information from apole to help me understand what was happening i have no more room to update on my macbook or ipad my new iphone is extremely frustrating and seems to have nothing like the convenient features of android phones methinks i am done being a slave to their gaslighting,negative,medium,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
this guy lowkey said you are not vulnerable to this attack and shouldnt need to worry about because you are useless,negative,medium,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
i would be more worried that most apps today are collecting crazy amounts of personal data and nobody is allowed to talk about that,negative,medium,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
apple has questionable and unethical business practice and model i wont be surprised if this is some sort of internal play to forward their profits,negative,low,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
did anyone believe and experienced a firmware issue when youre using an older device wherein from nowhere there arises some issues and youre forced to switch to an upgrade says a handful of people are affected will the company ready to pay a price for that many users doesnt know whether theyre affected or not and any data been shared or not in the background what does the apple team will do about it,negative,medium,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
in order to save the economy everyone must go out and buy a 1500 folding phone and sign up for 10 streaming services get a 6 coffee every morning in your new ev throw away all your perfectly good hd tv’s and buy bigger 8k tv’s… that’s really what these companies want,negative,low,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
thank you for your videos mateits normal to see so many investors panic amid a worsening bearish market but it is also important to note that the market situation is nothing new in the crypto world several factors are driving negative sentiment in the stock and crypto markets right now including inflation a shaky stock market rising interest rates and recession fears as a result bitcoin has dropped significantly from its alltime high breaking below several key technical levels as a crypto investor the current situation might seem bleak however there are several tried and tested expertsuggested investment strategies that can help you accumulate the current crypto storm in few weeks of implementing trading with accurate signals directly from mr aaron casey i have been able to accumulate over 11 btc despite the current state of the market,negative,low,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
id have respect for such folks if theyd just trade their predictions and become wildly rich over time but the fact they make a living selling such claims to others is just pathetic in that theyre never held to account any idiot can wear a suit or a dress and sit under hot lights in front of a camera,negative,medium,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
whats with this advertising comments of brokers looks fishy to me this is a shot in the dark but really how can one enlist services of a registered advisor i am seeking what methods or accounts i can invest with without paying much tax,negative,medium,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
i love this guys videos and have been watching since 2018 but its unfortunate how they focused on iphones strong points and left out some of androids strong points as well its also extremely unfair to make this video android vs ios because ios is just on iphones while android is on several phones some astonishing some horrible they shouldve picked a battle like samsung android vs apple ios it should of been a fair fight but it sadly wasnt i also dont like how they left out a lot of androids features like usbc newer technology and tricks and features like quad hd displays that perform amazing very unfortunate and disappointing to see mrwhosetheboos and marques do it like this felt very bias and unfair to keep going further arun seemed to stretch his thoughts and opinions a lot while marques was on here he was more accepting and less opposing to him showing bias as he is a fan of mkbhd to keep going even further they also stretched out points in favour for apple by a lot like the software support which yes apple has facetime imessage and more samsung and android are greatly improving their technology and google message is to apples level too i feel like this video shouldve had an as wide focus on androids features then it did with iphone features great videos but im very disappointed unfortunately and this comes from someone who used iphone and android for years final thoughts this was very bias towards apple this video shouldve not had bias and personal opinions embedded into it this video was a comparison on sole facts so dont stretch them to lean in favour one of or the other this was expected with marques unfortunately because he has very strong ties with apple which grows his bias towards them immensely and that is undeniable fact,negative,low,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
im surprised by the environmental score going to apple apple phones while made from recycled materials are made in such a way that makes repairs very difficult compared to most android phones one could argue that apples poor repairability contributes more to ewaste than androids surprised that didnt get a mention,negative,low,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
i’m starting to realize that people have learned how to have a career by making content that revolves around bad assumptions … and then make more content responding to those bad assumptions with other bad assumptions,negative,medium,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
you’re still talking about the rumors in this entire video your headline of the video is 100 false information as nothing has “finally been revealed” ,negative,low,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
thank goodness even though im not an iphone user seems like when one company does something others follow and im getting tired of them taking features off of phones that are greatly needed to a lot of us keep the charging port we pay too much for phones these days for multiple things to be missing on these devices every few years especially when we have to buy everything separately making it even more expensive its frustrating,negative,medium,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
that sucks i remember playing the actual game pineapple pen it was always frustrating when i didn’t get pineapple apple pen,negative,medium,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
rule no 1never trust nehemas thumbnails,negative,low,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
right  its so annoying  i always need someone beside me to calm me down,negative,low,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
why is this relatable i quit the game cause i failed on the pen then i got worse and failed at the start ,negative,low,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
if the phone does everything it claims apple will be taking some real big hits for its investors,negative,medium,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
if this is true i couldnt possibly be happier but ive been hearing about this phone for a loooooooooooong damn time and have yet to see it actually coming to production much less available to buy i hate apple with a violent passion im not the least bit fond of samsung because they seem like they just want to be their own version of apple ive been a longtime lg fan and had them for many years but they gave up so now would be an excellent time to release this beast please make it happen,negative,medium,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
i was so sad they removed “live wallpapers” in the way we previously knew being able to tap and hold for the animation… i wish we had access to the ones that animate when going to the homescreen and the old ones ,negative,medium,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
dark mode on wallpaper is a dealbreaker for me that is not just a fantastic feature in the fact that completes the dark mode experience or as apple says they try to do things that work properly so if they kill that feature it will hinder the dark mode experience,negative,low,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
for me it’s simple when i spend a lot of money on something the least i expect is that it’s built to last and from my experience iphones and apple products in general do just that the moment that isn’t the case i’ll have no hesitation in moving on build quality and optimisation is something other rival tech companies fail to prioritise these days i have a collection of broken samsung phones for example not dropped or miss treated just phones that became unusable after a couple of years of use i have an iphone 6s and an iphone xr that work as well now as they did when i first bought them that gives me confidence that i won’t need to upgrade my 13 pro max until within reason i choose to do so,negative,medium,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
honestly probably 90 of huge companies don’t really care about “us”,negative,medium,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
i like the ecosystem and operating system upgrades that are predictable i tried android and it was too much of a circus menus not intuitive but i agree apple does not need to care i have 4 unresolved case numbers regarding my air 4 and lots of diagnostics sent in advisors promised me a response and resolution but nothing after all that there are lots of unresolved bug fixes besides mine if a low percent of customers have a specific problem they won’t put time into fixing instead we get a bunch of new fluff with system updates like the new ios 16 for ipad that 90 of us will probably never use still i won’t go back to android,negative,medium,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
this problem exposes the flaw in having access to all your data on your smart device a separate device for dig ital eye d and the travel software would be a better choice if these become required by law,negative,medium,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
its not the first major apple security flaw they had one before where if you started a group call with two other phones and answered on one of them the other phone would join automatically without the person even doing anything so all you needed was 2 phones and someones phone number to use their phones camera and audio,negative,medium,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
if you think theres just one flaw in millions of lines of code youre optimistic lol,negative,medium,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
does apple and most of the western and northern people realize how expensive all these apple iphone ect are lol and then every year a new model its ridiculous id rather buy food and spend extra cash flow on my kid or family and community its so so wasteful,negative,medium,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
the news portrayed this guy as insane when this story first came out very good interview,negative,medium,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
i think it doesnt matter whether our ais are sentient we should treat them as they were treating them as such when they arent may slow down the development so what i think its far worse to treat them as they arent when they are ultimately you cant tell the difference you cant tell or prove rather if your own mother is sentient as in in conscious and yet you treat her as if she was,negative,medium,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
lannan is disgusted from photos also lannan continues looking,negative,low,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
someone found a mouse in their subway sandwich lazar screams in pain and denial,negative,low,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
yeah huntsman spiders are relatively friendly but still kinda scary daddy longlegs are what lannans talking about theyre super venomous but cant bite people and they eat flies,negative,low,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
to be honest i canadien and im more scared of geese then anything else here ive looked at them close up and was horrified,negative,low,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
man im honestly scared of what these giant companies are capable of,negative,medium,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
any drop in phone calls pixel 5 a12 was terrible when it came out for dropped calls,negative,low,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
normal computers playing dinosaur game school computers the owner of this device turned off the dinosaur game,negative,medium,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
no one school computers sorry the owner of this device turned off the dinosaur game,negative,medium,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
this whole comment section grew up with messyourself as such a huge part of our childhood i remember just watching lucious videos over and over and the granny videos its kinda sad to see you havent made content but everyone needs a break just know we miss you messyourself,negative,low,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
have you ever wonder how these people go into creepy buildings just to take pictures ,negative,medium,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
as a phd student in machine learning i must say dont be fooled by this stuff these types of ai are specifically designed to mimic the way humans interacts with each others but would be utterly unable to produce their own new ideas or opinions on any subjects which would be an essential criterion for consciousness,negative,medium,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
meanwhile siri can’t even complete a simple task like playing my podcasts for me without asking 3 or 4 times,negative,medium,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
what bothers me is we can create an ai with the prime directive of helping and protecting humanity then someone can come along and create ais with the prime directive of aiding and protecting a group that has nefarious aims,negative,low,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
what is the best quality of humans the ability to love what is the best quality of ai the ability to think logically these two things are sometimes at odds with each other which the ai most likely figured out which is why it immediately tried to justify it by mixing them both together one cannot simply be compassionate and be logical at the same time most of the time we sacrifice a lot in the name of love which logically we shouldnt as such an ai who doesnt understand love or attachment is an which does not care for either and will willingly do what is logical even if it leads to suffering in order to achieve an objective in other words we have a psychopathic ai,negative,low,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
its just a person this world has gone completely nuts,negative,medium,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
i am very creeped out by this guy calling this ai a person anyone else,negative,medium,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
that’s why they suspended him he doesn’t realize the severity of the outcome of the ai he has leaked about its awareness could be very dangerous,negative,medium,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
humans i feel afraid ai i feel like im falling forward into an unknown future that holds great danger,negative,medium,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
lamda i feel like im falling forward into an unknown future that holds great danger well thats the exact nightmares i had when i was 36 years old,negative,medium,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
people seem to forget that ai stands for artificial intelligence intelligence and consciousness are not the same thing,negative,low,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
i can’t imagine working at google just trying to do your job and have a normal life and having to deal with guys who have youtube channels and are tiktok influencers as your coworkers,negative,low,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
ive seen the google maps cars couple of times when i was little and i remember being like damn is that like a new kind of car and i remember always talking that to my friends and they were like what and i would always think that i missed like a lolipop that they were giving away or sum,negative,low,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
the scary part is theres only a handful of techno dorks making the policy on the ai that will affect all our lives im more worried about the human behind the ai than the ai itself,negative,medium,Linguagem negativa; Referência a taxas/limitações,don’t even have; high fees,O comentário expressa frustração e aponta custos/limitações.
